=== RUN   TestCompleteWorkflow
    gpu_test.go:317: Creating input vectors...
    gpu_test.go:337: Initializing communicator...
    gpu_test.go:350: Transferring vectors to GPUs...
    gpu_test.go:374: Starting group operation...
    gpu_test.go:383: Beginning AllReduce operation...
    gpu_test.go:403: Ending group operation...
    gpu_test.go:411: Checking status...
    gpu_test.go:430: Operation completed, copying results...
    gpu_test.go:457: Result[454] = 0.000000, want 10.000000
    gpu_test.go:457: Result[455] = 0.000000, want 10.000000
    gpu_test.go:457: Result[456] = 0.000000, want 10.000000
    gpu_test.go:457: Result[457] = 0.000000, want 10.000000
    gpu_test.go:457: Result[458] = 0.000000, want 10.000000
    gpu_test.go:457: Result[459] = 0.000000, want 10.000000
    gpu_test.go:457: Result[460] = 0.000000, want 10.000000
    gpu_test.go:457: Result[461] = 0.000000, want 10.000000
    gpu_test.go:457: Result[462] = 0.000000, want 10.000000
    gpu_test.go:457: Result[463] = 0.000000, want 10.000000
    gpu_test.go:457: Result[464] = 0.000000, want 10.000000
    gpu_test.go:457: Result[465] = 0.000000, want 10.000000
    gpu_test.go:457: Result[466] = 0.000000, want 10.000000
    gpu_test.go:457: Result[467] = 0.000000, want 10.000000
    gpu_test.go:457: Result[468] = 0.000000, want 10.000000
    gpu_test.go:457: Result[469] = 0.000000, want 10.000000
    gpu_test.go:457: Result[470] = 0.000000, want 10.000000
    gpu_test.go:457: Result[471] = 0.000000, want 10.000000
    gpu_test.go:457: Result[472] = 0.000000, want 10.000000
    gpu_test.go:457: Result[473] = 0.000000, want 10.000000
    gpu_test.go:457: Result[474] = 0.000000, want 10.000000
    gpu_test.go:457: Result[475] = 0.000000, want 10.000000
    gpu_test.go:457: Result[476] = 0.000000, want 10.000000
    gpu_test.go:457: Result[477] = 0.000000, want 10.000000
    gpu_test.go:457: Result[478] = 0.000000, want 10.000000
    gpu_test.go:457: Result[479] = 0.000000, want 10.000000
    gpu_test.go:457: Result[480] = 0.000000, want 10.000000
    gpu_test.go:457: Result[481] = 0.000000, want 10.000000
    gpu_test.go:457: Result[482] = 0.000000, want 10.000000
    gpu_test.go:457: Result[483] = 0.000000, want 10.000000
    gpu_test.go:457: Result[484] = 0.000000, want 10.000000
    gpu_test.go:457: Result[485] = 0.000000, want 10.000000
    gpu_test.go:457: Result[486] = 0.000000, want 10.000000
    gpu_test.go:457: Result[487] = 0.000000, want 10.000000
    gpu_test.go:457: Result[488] = 0.000000, want 10.000000
    gpu_test.go:457: Result[489] = 0.000000, want 10.000000
    gpu_test.go:457: Result[490] = 0.000000, want 10.000000
    gpu_test.go:457: Result[491] = 0.000000, want 10.000000
    gpu_test.go:457: Result[492] = 0.000000, want 10.000000
    gpu_test.go:457: Result[493] = 0.000000, want 10.000000
    gpu_test.go:457: Result[494] = 0.000000, want 10.000000
    gpu_test.go:457: Result[495] = 0.000000, want 10.000000
    gpu_test.go:457: Result[496] = 0.000000, want 10.000000
    gpu_test.go:457: Result[497] = 0.000000, want 10.000000
    gpu_test.go:457: Result[498] = 0.000000, want 10.000000
    gpu_test.go:457: Result[499] = 0.000000, want 10.000000
    gpu_test.go:457: Result[500] = 0.000000, want 10.000000
    gpu_test.go:457: Result[501] = 0.000000, want 10.000000
    gpu_test.go:457: Result[502] = 0.000000, want 10.000000
    gpu_test.go:457: Result[503] = 0.000000, want 10.000000
    gpu_test.go:457: Result[504] = 0.000000, want 10.000000
    gpu_test.go:457: Result[505] = 0.000000, want 10.000000
    gpu_test.go:457: Result[506] = 0.000000, want 10.000000
    gpu_test.go:457: Result[507] = 0.000000, want 10.000000
    gpu_test.go:457: Result[508] = 0.000000, want 10.000000
    gpu_test.go:457: Result[509] = 0.000000, want 10.000000
    gpu_test.go:457: Result[510] = 0.000000, want 10.000000
    gpu_test.go:457: Result[511] = 0.000000, want 10.000000
    gpu_test.go:457: Result[512] = 0.000000, want 10.000000
    gpu_test.go:457: Result[513] = 0.000000, want 10.000000
    gpu_test.go:457: Result[514] = 0.000000, want 10.000000
    gpu_test.go:457: Result[515] = 0.000000, want 10.000000
    gpu_test.go:457: Result[516] = 0.000000, want 10.000000
    gpu_test.go:457: Result[517] = 0.000000, want 10.000000
    gpu_test.go:457: Result[518] = 0.000000, want 10.000000
    gpu_test.go:457: Result[519] = 0.000000, want 10.000000
    gpu_test.go:457: Result[520] = 0.000000, want 10.000000
    gpu_test.go:457: Result[521] = 0.000000, want 10.000000
    gpu_test.go:457: Result[522] = 0.000000, want 10.000000
    gpu_test.go:457: Result[523] = 0.000000, want 10.000000
    gpu_test.go:457: Result[524] = 0.000000, want 10.000000
    gpu_test.go:457: Result[525] = 0.000000, want 10.000000
    gpu_test.go:457: Result[526] = 0.000000, want 10.000000
    gpu_test.go:457: Result[527] = 0.000000, want 10.000000
    gpu_test.go:457: Result[528] = 0.000000, want 10.000000
    gpu_test.go:457: Result[529] = 0.000000, want 10.000000
    gpu_test.go:457: Result[530] = 0.000000, want 10.000000
    gpu_test.go:457: Result[531] = 0.000000, want 10.000000
    gpu_test.go:457: Result[532] = 0.000000, want 10.000000
    gpu_test.go:457: Result[533] = 0.000000, want 10.000000
    gpu_test.go:457: Result[534] = 0.000000, want 10.000000
    gpu_test.go:457: Result[535] = 0.000000, want 10.000000
    gpu_test.go:457: Result[536] = 0.000000, want 10.000000
    gpu_test.go:457: Result[537] = 0.000000, want 10.000000
    gpu_test.go:457: Result[538] = 0.000000, want 10.000000
    gpu_test.go:457: Result[539] = 0.000000, want 10.000000
    gpu_test.go:457: Result[540] = 0.000000, want 10.000000
    gpu_test.go:457: Result[541] = 0.000000, want 10.000000
    gpu_test.go:457: Result[542] = 0.000000, want 10.000000
    gpu_test.go:457: Result[543] = 0.000000, want 10.000000
    gpu_test.go:457: Result[544] = 0.000000, want 10.000000
    gpu_test.go:457: Result[545] = 0.000000, want 10.000000
    gpu_test.go:457: Result[546] = 0.000000, want 10.000000
    gpu_test.go:457: Result[547] = 0.000000, want 10.000000
    gpu_test.go:457: Result[548] = 0.000000, want 10.000000
    gpu_test.go:457: Result[549] = 0.000000, want 10.000000
    gpu_test.go:457: Result[550] = 0.000000, want 10.000000
    gpu_test.go:457: Result[551] = 0.000000, want 10.000000
    gpu_test.go:457: Result[552] = 0.000000, want 10.000000
    gpu_test.go:457: Result[553] = 0.000000, want 10.000000
    gpu_test.go:457: Result[554] = 0.000000, want 10.000000
    gpu_test.go:457: Result[555] = 0.000000, want 10.000000
    gpu_test.go:457: Result[556] = 0.000000, want 10.000000
    gpu_test.go:457: Result[557] = 0.000000, want 10.000000
    gpu_test.go:457: Result[558] = 0.000000, want 10.000000
    gpu_test.go:457: Result[559] = 0.000000, want 10.000000
    gpu_test.go:457: Result[560] = 0.000000, want 10.000000
    gpu_test.go:457: Result[561] = 0.000000, want 10.000000
    gpu_test.go:457: Result[562] = 0.000000, want 10.000000
    gpu_test.go:457: Result[563] = 0.000000, want 10.000000
    gpu_test.go:457: Result[564] = 0.000000, want 10.000000
    gpu_test.go:457: Result[565] = 0.000000, want 10.000000
    gpu_test.go:457: Result[566] = 0.000000, want 10.000000
    gpu_test.go:457: Result[567] = 0.000000, want 10.000000
    gpu_test.go:457: Result[568] = 0.000000, want 10.000000
    gpu_test.go:457: Result[569] = 0.000000, want 10.000000
    gpu_test.go:457: Result[570] = 0.000000, want 10.000000
    gpu_test.go:457: Result[571] = 0.000000, want 10.000000
    gpu_test.go:457: Result[572] = 0.000000, want 10.000000
    gpu_test.go:457: Result[573] = 0.000000, want 10.000000
    gpu_test.go:457: Result[574] = 0.000000, want 10.000000
    gpu_test.go:457: Result[575] = 0.000000, want 10.000000
    gpu_test.go:457: Result[576] = 0.000000, want 10.000000
    gpu_test.go:457: Result[577] = 0.000000, want 10.000000
    gpu_test.go:457: Result[578] = 0.000000, want 10.000000
    gpu_test.go:457: Result[579] = 0.000000, want 10.000000
    gpu_test.go:457: Result[580] = 0.000000, want 10.000000
    gpu_test.go:457: Result[581] = 0.000000, want 10.000000
    gpu_test.go:457: Result[582] = 0.000000, want 10.000000
    gpu_test.go:457: Result[583] = 0.000000, want 10.000000
    gpu_test.go:457: Result[584] = 0.000000, want 10.000000
    gpu_test.go:457: Result[585] = 0.000000, want 10.000000
    gpu_test.go:457: Result[586] = 0.000000, want 10.000000
    gpu_test.go:457: Result[587] = 0.000000, want 10.000000
    gpu_test.go:457: Result[588] = 0.000000, want 10.000000
    gpu_test.go:457: Result[589] = 0.000000, want 10.000000
    gpu_test.go:457: Result[590] = 0.000000, want 10.000000
    gpu_test.go:457: Result[591] = 0.000000, want 10.000000
    gpu_test.go:457: Result[592] = 0.000000, want 10.000000
    gpu_test.go:457: Result[593] = 0.000000, want 10.000000
    gpu_test.go:457: Result[594] = 0.000000, want 10.000000
    gpu_test.go:457: Result[595] = 0.000000, want 10.000000
    gpu_test.go:457: Result[596] = 0.000000, want 10.000000
    gpu_test.go:457: Result[597] = 0.000000, want 10.000000
    gpu_test.go:457: Result[598] = 0.000000, want 10.000000
    gpu_test.go:457: Result[599] = 0.000000, want 10.000000
    gpu_test.go:457: Result[600] = 0.000000, want 10.000000
    gpu_test.go:457: Result[601] = 0.000000, want 10.000000
    gpu_test.go:457: Result[602] = 0.000000, want 10.000000
    gpu_test.go:457: Result[603] = 0.000000, want 10.000000
    gpu_test.go:457: Result[604] = 0.000000, want 10.000000
    gpu_test.go:457: Result[605] = 0.000000, want 10.000000
    gpu_test.go:457: Result[606] = 0.000000, want 10.000000
    gpu_test.go:457: Result[607] = 0.000000, want 10.000000
    gpu_test.go:457: Result[608] = 0.000000, want 10.000000
    gpu_test.go:457: Result[609] = 0.000000, want 10.000000
    gpu_test.go:457: Result[610] = 0.000000, want 10.000000
    gpu_test.go:457: Result[611] = 0.000000, want 10.000000
    gpu_test.go:457: Result[612] = 0.000000, want 10.000000
    gpu_test.go:457: Result[613] = 0.000000, want 10.000000
    gpu_test.go:457: Result[614] = 0.000000, want 10.000000
    gpu_test.go:457: Result[615] = 0.000000, want 10.000000
    gpu_test.go:457: Result[616] = 0.000000, want 10.000000
    gpu_test.go:457: Result[617] = 0.000000, want 10.000000
    gpu_test.go:457: Result[618] = 0.000000, want 10.000000
    gpu_test.go:457: Result[619] = 0.000000, want 10.000000
    gpu_test.go:457: Result[620] = 0.000000, want 10.000000
    gpu_test.go:457: Result[621] = 0.000000, want 10.000000
    gpu_test.go:457: Result[622] = 0.000000, want 10.000000
    gpu_test.go:457: Result[623] = 0.000000, want 10.000000
    gpu_test.go:457: Result[624] = 0.000000, want 10.000000
    gpu_test.go:457: Result[625] = 0.000000, want 10.000000
    gpu_test.go:457: Result[626] = 0.000000, want 10.000000
    gpu_test.go:457: Result[627] = 0.000000, want 10.000000
    gpu_test.go:457: Result[628] = 0.000000, want 10.000000
    gpu_test.go:457: Result[629] = 0.000000, want 10.000000
    gpu_test.go:457: Result[630] = 0.000000, want 10.000000
    gpu_test.go:457: Result[631] = 0.000000, want 10.000000
    gpu_test.go:457: Result[632] = 0.000000, want 10.000000
    gpu_test.go:457: Result[633] = 0.000000, want 10.000000
    gpu_test.go:457: Result[634] = 0.000000, want 10.000000
    gpu_test.go:457: Result[635] = 0.000000, want 10.000000
    gpu_test.go:457: Result[636] = 0.000000, want 10.000000
    gpu_test.go:457: Result[637] = 0.000000, want 10.000000
    gpu_test.go:457: Result[638] = 0.000000, want 10.000000
    gpu_test.go:457: Result[639] = 0.000000, want 10.000000
    gpu_test.go:457: Result[640] = 0.000000, want 10.000000
    gpu_test.go:457: Result[641] = 0.000000, want 10.000000
    gpu_test.go:457: Result[642] = 0.000000, want 10.000000
    gpu_test.go:457: Result[643] = 0.000000, want 10.000000
    gpu_test.go:457: Result[644] = 0.000000, want 10.000000
    gpu_test.go:457: Result[645] = 0.000000, want 10.000000
    gpu_test.go:457: Result[646] = 0.000000, want 10.000000
    gpu_test.go:457: Result[647] = 0.000000, want 10.000000
    gpu_test.go:457: Result[648] = 0.000000, want 10.000000
    gpu_test.go:457: Result[649] = 0.000000, want 10.000000
    gpu_test.go:457: Result[650] = 0.000000, want 10.000000
    gpu_test.go:457: Result[651] = 0.000000, want 10.000000
    gpu_test.go:457: Result[652] = 0.000000, want 10.000000
    gpu_test.go:457: Result[653] = 0.000000, want 10.000000
    gpu_test.go:457: Result[654] = 0.000000, want 10.000000
    gpu_test.go:457: Result[655] = 0.000000, want 10.000000
    gpu_test.go:457: Result[656] = 0.000000, want 10.000000
    gpu_test.go:457: Result[657] = 0.000000, want 10.000000
    gpu_test.go:457: Result[658] = 0.000000, want 10.000000
    gpu_test.go:457: Result[659] = 0.000000, want 10.000000
    gpu_test.go:457: Result[660] = 0.000000, want 10.000000
    gpu_test.go:457: Result[661] = 0.000000, want 10.000000
    gpu_test.go:457: Result[662] = 0.000000, want 10.000000
    gpu_test.go:457: Result[663] = 0.000000, want 10.000000
    gpu_test.go:457: Result[664] = 0.000000, want 10.000000
    gpu_test.go:457: Result[665] = 0.000000, want 10.000000
    gpu_test.go:457: Result[666] = 0.000000, want 10.000000
    gpu_test.go:457: Result[667] = 0.000000, want 10.000000
    gpu_test.go:457: Result[668] = 0.000000, want 10.000000
    gpu_test.go:457: Result[669] = 0.000000, want 10.000000
    gpu_test.go:457: Result[670] = 0.000000, want 10.000000
    gpu_test.go:457: Result[671] = 0.000000, want 10.000000
    gpu_test.go:457: Result[672] = 0.000000, want 10.000000
    gpu_test.go:457: Result[673] = 0.000000, want 10.000000
    gpu_test.go:457: Result[674] = 0.000000, want 10.000000
    gpu_test.go:457: Result[675] = 0.000000, want 10.000000
    gpu_test.go:457: Result[676] = 0.000000, want 10.000000
    gpu_test.go:457: Result[677] = 0.000000, want 10.000000
    gpu_test.go:457: Result[678] = 0.000000, want 10.000000
    gpu_test.go:457: Result[679] = 0.000000, want 10.000000
    gpu_test.go:457: Result[680] = 0.000000, want 10.000000
    gpu_test.go:457: Result[681] = 0.000000, want 10.000000
    gpu_test.go:457: Result[682] = 0.000000, want 10.000000
    gpu_test.go:457: Result[683] = 0.000000, want 10.000000
    gpu_test.go:457: Result[684] = 0.000000, want 10.000000
    gpu_test.go:457: Result[685] = 0.000000, want 10.000000
    gpu_test.go:457: Result[686] = 0.000000, want 10.000000
    gpu_test.go:457: Result[687] = 0.000000, want 10.000000
    gpu_test.go:457: Result[688] = 0.000000, want 10.000000
    gpu_test.go:457: Result[689] = 0.000000, want 10.000000
    gpu_test.go:457: Result[690] = 0.000000, want 10.000000
    gpu_test.go:457: Result[691] = 0.000000, want 10.000000
    gpu_test.go:457: Result[692] = 0.000000, want 10.000000
    gpu_test.go:457: Result[693] = 0.000000, want 10.000000
    gpu_test.go:457: Result[694] = 0.000000, want 10.000000
    gpu_test.go:457: Result[695] = 0.000000, want 10.000000
    gpu_test.go:457: Result[696] = 0.000000, want 10.000000
    gpu_test.go:457: Result[697] = 0.000000, want 10.000000
    gpu_test.go:457: Result[698] = 0.000000, want 10.000000
    gpu_test.go:457: Result[699] = 0.000000, want 10.000000
    gpu_test.go:457: Result[700] = 0.000000, want 10.000000
    gpu_test.go:457: Result[701] = 0.000000, want 10.000000
    gpu_test.go:457: Result[702] = 0.000000, want 10.000000
    gpu_test.go:457: Result[703] = 0.000000, want 10.000000
    gpu_test.go:457: Result[704] = 0.000000, want 10.000000
    gpu_test.go:457: Result[705] = 0.000000, want 10.000000
    gpu_test.go:457: Result[706] = 0.000000, want 10.000000
    gpu_test.go:457: Result[707] = 0.000000, want 10.000000
    gpu_test.go:457: Result[708] = 0.000000, want 10.000000
    gpu_test.go:457: Result[709] = 0.000000, want 10.000000
    gpu_test.go:457: Result[710] = 0.000000, want 10.000000
    gpu_test.go:457: Result[711] = 0.000000, want 10.000000
    gpu_test.go:457: Result[712] = 0.000000, want 10.000000
    gpu_test.go:457: Result[713] = 0.000000, want 10.000000
    gpu_test.go:457: Result[714] = 0.000000, want 10.000000
    gpu_test.go:457: Result[715] = 0.000000, want 10.000000
    gpu_test.go:457: Result[716] = 0.000000, want 10.000000
    gpu_test.go:457: Result[717] = 0.000000, want 10.000000
    gpu_test.go:457: Result[718] = 0.000000, want 10.000000
    gpu_test.go:457: Result[719] = 0.000000, want 10.000000
    gpu_test.go:457: Result[720] = 0.000000, want 10.000000
    gpu_test.go:457: Result[721] = 0.000000, want 10.000000
    gpu_test.go:457: Result[722] = 0.000000, want 10.000000
    gpu_test.go:457: Result[723] = 0.000000, want 10.000000
    gpu_test.go:457: Result[724] = 0.000000, want 10.000000
    gpu_test.go:457: Result[725] = 0.000000, want 10.000000
    gpu_test.go:457: Result[726] = 0.000000, want 10.000000
    gpu_test.go:457: Result[727] = 0.000000, want 10.000000
    gpu_test.go:457: Result[728] = 0.000000, want 10.000000
    gpu_test.go:457: Result[729] = 0.000000, want 10.000000
    gpu_test.go:457: Result[730] = 0.000000, want 10.000000
    gpu_test.go:457: Result[731] = 0.000000, want 10.000000
    gpu_test.go:457: Result[732] = 0.000000, want 10.000000
    gpu_test.go:457: Result[733] = 0.000000, want 10.000000
    gpu_test.go:457: Result[734] = 0.000000, want 10.000000
    gpu_test.go:457: Result[735] = 0.000000, want 10.000000
    gpu_test.go:457: Result[736] = 0.000000, want 10.000000
    gpu_test.go:457: Result[737] = 0.000000, want 10.000000
    gpu_test.go:457: Result[738] = 0.000000, want 10.000000
    gpu_test.go:457: Result[739] = 0.000000, want 10.000000
    gpu_test.go:457: Result[740] = 0.000000, want 10.000000
    gpu_test.go:457: Result[741] = 0.000000, want 10.000000
    gpu_test.go:457: Result[742] = 0.000000, want 10.000000
    gpu_test.go:457: Result[743] = 0.000000, want 10.000000
    gpu_test.go:457: Result[744] = 0.000000, want 10.000000
    gpu_test.go:457: Result[745] = 0.000000, want 10.000000
    gpu_test.go:457: Result[746] = 0.000000, want 10.000000
    gpu_test.go:457: Result[747] = 0.000000, want 10.000000
    gpu_test.go:457: Result[748] = 0.000000, want 10.000000
    gpu_test.go:457: Result[749] = 0.000000, want 10.000000
    gpu_test.go:457: Result[750] = 0.000000, want 10.000000
    gpu_test.go:457: Result[751] = 0.000000, want 10.000000
    gpu_test.go:457: Result[752] = 0.000000, want 10.000000
    gpu_test.go:457: Result[753] = 0.000000, want 10.000000
    gpu_test.go:457: Result[754] = 0.000000, want 10.000000
    gpu_test.go:457: Result[755] = 0.000000, want 10.000000
    gpu_test.go:457: Result[756] = 0.000000, want 10.000000
    gpu_test.go:457: Result[757] = 0.000000, want 10.000000
    gpu_test.go:457: Result[758] = 0.000000, want 10.000000
    gpu_test.go:457: Result[759] = 0.000000, want 10.000000
    gpu_test.go:457: Result[760] = 0.000000, want 10.000000
    gpu_test.go:457: Result[761] = 0.000000, want 10.000000
    gpu_test.go:457: Result[762] = 0.000000, want 10.000000
    gpu_test.go:457: Result[763] = 0.000000, want 10.000000
    gpu_test.go:457: Result[764] = 0.000000, want 10.000000
    gpu_test.go:457: Result[765] = 0.000000, want 10.000000
    gpu_test.go:457: Result[766] = 0.000000, want 10.000000
    gpu_test.go:457: Result[767] = 0.000000, want 10.000000
    gpu_test.go:457: Result[768] = 0.000000, want 10.000000
    gpu_test.go:457: Result[769] = 0.000000, want 10.000000
    gpu_test.go:457: Result[770] = 0.000000, want 10.000000
    gpu_test.go:457: Result[771] = 0.000000, want 10.000000
    gpu_test.go:457: Result[772] = 0.000000, want 10.000000
    gpu_test.go:457: Result[773] = 0.000000, want 10.000000
    gpu_test.go:457: Result[774] = 0.000000, want 10.000000
    gpu_test.go:457: Result[775] = 0.000000, want 10.000000
    gpu_test.go:457: Result[776] = 0.000000, want 10.000000
    gpu_test.go:457: Result[777] = 0.000000, want 10.000000
    gpu_test.go:457: Result[778] = 0.000000, want 10.000000
    gpu_test.go:457: Result[779] = 0.000000, want 10.000000
    gpu_test.go:457: Result[780] = 0.000000, want 10.000000
    gpu_test.go:457: Result[781] = 0.000000, want 10.000000
    gpu_test.go:457: Result[782] = 0.000000, want 10.000000
    gpu_test.go:457: Result[783] = 0.000000, want 10.000000
    gpu_test.go:457: Result[784] = 0.000000, want 10.000000
    gpu_test.go:457: Result[785] = 0.000000, want 10.000000
    gpu_test.go:457: Result[786] = 0.000000, want 10.000000
    gpu_test.go:457: Result[787] = 0.000000, want 10.000000
    gpu_test.go:457: Result[788] = 0.000000, want 10.000000
    gpu_test.go:457: Result[789] = 0.000000, want 10.000000
    gpu_test.go:457: Result[790] = 0.000000, want 10.000000
    gpu_test.go:457: Result[791] = 0.000000, want 10.000000
    gpu_test.go:457: Result[792] = 0.000000, want 10.000000
    gpu_test.go:457: Result[793] = 0.000000, want 10.000000
    gpu_test.go:457: Result[794] = 0.000000, want 10.000000
    gpu_test.go:457: Result[795] = 0.000000, want 10.000000
    gpu_test.go:457: Result[796] = 0.000000, want 10.000000
    gpu_test.go:457: Result[797] = 0.000000, want 10.000000
    gpu_test.go:457: Result[798] = 0.000000, want 10.000000
    gpu_test.go:457: Result[799] = 0.000000, want 10.000000
    gpu_test.go:457: Result[800] = 0.000000, want 10.000000
    gpu_test.go:457: Result[801] = 0.000000, want 10.000000
    gpu_test.go:457: Result[802] = 0.000000, want 10.000000
    gpu_test.go:457: Result[803] = 0.000000, want 10.000000
    gpu_test.go:457: Result[804] = 0.000000, want 10.000000
    gpu_test.go:457: Result[805] = 0.000000, want 10.000000
    gpu_test.go:457: Result[806] = 0.000000, want 10.000000
    gpu_test.go:457: Result[807] = 0.000000, want 10.000000
    gpu_test.go:457: Result[808] = 0.000000, want 10.000000
    gpu_test.go:457: Result[809] = 0.000000, want 10.000000
    gpu_test.go:457: Result[810] = 0.000000, want 10.000000
    gpu_test.go:457: Result[811] = 0.000000, want 10.000000
    gpu_test.go:457: Result[812] = 0.000000, want 10.000000
    gpu_test.go:457: Result[813] = 0.000000, want 10.000000
    gpu_test.go:457: Result[814] = 0.000000, want 10.000000
    gpu_test.go:457: Result[815] = 0.000000, want 10.000000
    gpu_test.go:457: Result[816] = 0.000000, want 10.000000
    gpu_test.go:457: Result[817] = 0.000000, want 10.000000
    gpu_test.go:457: Result[818] = 0.000000, want 10.000000
    gpu_test.go:457: Result[819] = 0.000000, want 10.000000
    gpu_test.go:457: Result[820] = 0.000000, want 10.000000
    gpu_test.go:457: Result[821] = 0.000000, want 10.000000
    gpu_test.go:457: Result[822] = 0.000000, want 10.000000
    gpu_test.go:457: Result[823] = 0.000000, want 10.000000
    gpu_test.go:457: Result[824] = 0.000000, want 10.000000
    gpu_test.go:457: Result[825] = 0.000000, want 10.000000
    gpu_test.go:457: Result[826] = 0.000000, want 10.000000
    gpu_test.go:457: Result[827] = 0.000000, want 10.000000
    gpu_test.go:457: Result[828] = 0.000000, want 10.000000
    gpu_test.go:457: Result[829] = 0.000000, want 10.000000
    gpu_test.go:457: Result[830] = 0.000000, want 10.000000
    gpu_test.go:457: Result[831] = 0.000000, want 10.000000
    gpu_test.go:457: Result[832] = 0.000000, want 10.000000
    gpu_test.go:457: Result[833] = 0.000000, want 10.000000
    gpu_test.go:457: Result[834] = 0.000000, want 10.000000
    gpu_test.go:457: Result[835] = 0.000000, want 10.000000
    gpu_test.go:457: Result[836] = 0.000000, want 10.000000
    gpu_test.go:457: Result[837] = 0.000000, want 10.000000
    gpu_test.go:457: Result[838] = 0.000000, want 10.000000
    gpu_test.go:457: Result[839] = 0.000000, want 10.000000
    gpu_test.go:457: Result[840] = 0.000000, want 10.000000
    gpu_test.go:457: Result[841] = 0.000000, want 10.000000
    gpu_test.go:457: Result[842] = 0.000000, want 10.000000
    gpu_test.go:457: Result[843] = 0.000000, want 10.000000
    gpu_test.go:457: Result[844] = 0.000000, want 10.000000
    gpu_test.go:457: Result[845] = 0.000000, want 10.000000
    gpu_test.go:457: Result[846] = 0.000000, want 10.000000
    gpu_test.go:457: Result[847] = 0.000000, want 10.000000
    gpu_test.go:457: Result[848] = 0.000000, want 10.000000
    gpu_test.go:457: Result[849] = 0.000000, want 10.000000
    gpu_test.go:457: Result[850] = 0.000000, want 10.000000
    gpu_test.go:457: Result[851] = 0.000000, want 10.000000
    gpu_test.go:457: Result[852] = 0.000000, want 10.000000
    gpu_test.go:457: Result[853] = 0.000000, want 10.000000
    gpu_test.go:457: Result[854] = 0.000000, want 10.000000
    gpu_test.go:457: Result[855] = 0.000000, want 10.000000
    gpu_test.go:457: Result[856] = 0.000000, want 10.000000
    gpu_test.go:457: Result[857] = 0.000000, want 10.000000
    gpu_test.go:457: Result[858] = 0.000000, want 10.000000
    gpu_test.go:457: Result[859] = 0.000000, want 10.000000
    gpu_test.go:457: Result[860] = 0.000000, want 10.000000
    gpu_test.go:457: Result[861] = 0.000000, want 10.000000
    gpu_test.go:457: Result[862] = 0.000000, want 10.000000
    gpu_test.go:457: Result[863] = 0.000000, want 10.000000
    gpu_test.go:457: Result[864] = 0.000000, want 10.000000
    gpu_test.go:457: Result[865] = 0.000000, want 10.000000
    gpu_test.go:457: Result[866] = 0.000000, want 10.000000
    gpu_test.go:457: Result[867] = 0.000000, want 10.000000
    gpu_test.go:457: Result[868] = 0.000000, want 10.000000
    gpu_test.go:457: Result[869] = 0.000000, want 10.000000
    gpu_test.go:457: Result[870] = 0.000000, want 10.000000
    gpu_test.go:457: Result[871] = 0.000000, want 10.000000
    gpu_test.go:457: Result[872] = 0.000000, want 10.000000
    gpu_test.go:457: Result[873] = 0.000000, want 10.000000
    gpu_test.go:457: Result[874] = 0.000000, want 10.000000
    gpu_test.go:457: Result[875] = 0.000000, want 10.000000
    gpu_test.go:457: Result[876] = 0.000000, want 10.000000
    gpu_test.go:457: Result[877] = 0.000000, want 10.000000
    gpu_test.go:457: Result[878] = 0.000000, want 10.000000
    gpu_test.go:457: Result[879] = 0.000000, want 10.000000
    gpu_test.go:457: Result[880] = 0.000000, want 10.000000
    gpu_test.go:457: Result[881] = 0.000000, want 10.000000
    gpu_test.go:457: Result[882] = 0.000000, want 10.000000
    gpu_test.go:457: Result[883] = 0.000000, want 10.000000
    gpu_test.go:457: Result[884] = 0.000000, want 10.000000
    gpu_test.go:457: Result[885] = 0.000000, want 10.000000
    gpu_test.go:457: Result[886] = 0.000000, want 10.000000
    gpu_test.go:457: Result[887] = 0.000000, want 10.000000
    gpu_test.go:457: Result[888] = 0.000000, want 10.000000
    gpu_test.go:457: Result[889] = 0.000000, want 10.000000
    gpu_test.go:457: Result[890] = 0.000000, want 10.000000
    gpu_test.go:457: Result[891] = 0.000000, want 10.000000
    gpu_test.go:457: Result[892] = 0.000000, want 10.000000
    gpu_test.go:457: Result[893] = 0.000000, want 10.000000
    gpu_test.go:457: Result[894] = 0.000000, want 10.000000
    gpu_test.go:457: Result[895] = 0.000000, want 10.000000
    gpu_test.go:457: Result[896] = 0.000000, want 10.000000
    gpu_test.go:457: Result[897] = 0.000000, want 10.000000
    gpu_test.go:457: Result[898] = 0.000000, want 10.000000
    gpu_test.go:457: Result[899] = 0.000000, want 10.000000
    gpu_test.go:457: Result[900] = 0.000000, want 10.000000
    gpu_test.go:457: Result[901] = 0.000000, want 10.000000
    gpu_test.go:457: Result[902] = 0.000000, want 10.000000
    gpu_test.go:457: Result[903] = 0.000000, want 10.000000
    gpu_test.go:457: Result[904] = 0.000000, want 10.000000
    gpu_test.go:457: Result[905] = 0.000000, want 10.000000
    gpu_test.go:457: Result[906] = 0.000000, want 10.000000
    gpu_test.go:457: Result[907] = 0.000000, want 10.000000
    gpu_test.go:457: Result[908] = 0.000000, want 10.000000
    gpu_test.go:457: Result[909] = 0.000000, want 10.000000
    gpu_test.go:457: Result[910] = 0.000000, want 10.000000
    gpu_test.go:457: Result[911] = 0.000000, want 10.000000
    gpu_test.go:457: Result[912] = 0.000000, want 10.000000
    gpu_test.go:457: Result[913] = 0.000000, want 10.000000
